08, CO, 02, 00119300, 1, 0
08, CO, 1, 0, 2, 0
08, CO, 1, 0, 1, 00630
08, CO, 1, 0, 0, 00750
08, CO, 02, 00106000, 2, 0
08, CO, 02, 00037500, 2, 01000
08, CO, 1, 0, 0, 00640
08, CO, 03, 00074000, 2, 0
08, CO, 1, 0, 1, 0
08, CO, 1, 0, 2, 0
08, CO, 02, 00088230, 3, 0
08, CO, 1, 0, 0, 0
08, CO, 1, 0, 1, 0
08, CO, 1, 0, 1, 0
08, CO, 03, 00086000, 2, 0
08, CO, 05, 00136200, 2, 0
08, CO, 04, 00068400, 1, 0
08, CO, 04, 00178000, 3, 0
08, CO, 1, 0, 2, 0
08, CO, 02, 00250000, 3, 0
08, CO, 02, 00047000, 2, 0
08, CO, 02, 00086000, 2, 01400
08, CO, 03, 00042000, 2, 00800
08, CO, 04, 00108750, 3, 0
08, CO, 03, 00022000, 2, 01300
08, CO, 03, 00102500, 0, 0
08, CO, 1, 0, 1, 00630
08, CO, 04, 00101000, 2, 0
08, CO, 04, 00028000, 2, 00650
08, CO, 02, 00026500, 4, 0
08, CO, 03, 00069430, 2, 0
08, CO, 1, 0, 3, 00700
08, CO, 04, 00037200, 2, 0
08, CO, 1, 0, 2, 0
08, CO, 03, 00034100, 2, 0
08, CO, 1, 0, 2, 0
08, CO, 1, 0, 2, 0
08, CO, 04, 00023700, 2, 0
08, CO, 03, 00107100, 2, 0
08, CO, 1, 0, 2, 00350
08, CO, 1, 0, 0, 0
08, CO, 03, 00096000, 5, 0
08, CO, 1, 0, 1, 00460
08, CO, 02, 00180000, 3, 0
08, CO, 02, 00165680, 2, 0
08, CO, 03, 00108000, 2, 0
08, CO, 1, 0, 2, 0
08, CO, 1, 0, 1, 0
08, CO, 02, 00111400, 2, 0
08, CO, 03, 00091200, 2, 0
08, CO, 02, 00057040, 1, 0
08, CO, 1, 0, 0, 0
08, CO, 04, 00140240, 4, 0
08, CO, 03, 00023200, 2, 00600
08, CO, 1, 0, 1, 0
08, CO, 1, 0, 1, 0
08, CO, 04, 00294800, 6, 0
08, CO, 03, 00197300, 3, 0
08, CO, 02, 00082000, 2, 0
08, CO, 03, 00222000, 2, 0
08, CO, 02, 00147340, 2, 0
08, CO, 02, 00092000, 3, 0
08, CO, 1, 0, 0, 0
08, CO, 02, 00076600, 4, 0
08, CO, 05, 00399000, 3, 0
08, CO, 02, 00123000, 2, 0
08, CO, 04, 00112000, 2, 0
08, CO, 03, 00042000, 2, 0
08, CO, 04, 00036300, 1, 0
08, CO, 1, 0, 0, 00380
08, CO, 02, 00137000, 3, 0
08, CO, 02, 00033200, 1, 0
08, CO, 02, 00030400, 2, 0
08, CO, 02, 00083700, 3, 0
08, CO, 1, 0, 0, 0
08, CO, 02, 00023900, 2, 0
08, CO, 1, 0, 3, 0
08, CO, 05, 00065000, 2, 0
08, CO, 1, 0, 2, 0
08, CO, 1, 0, 0, 0
08, CO, 1, 0, 1, 0
08, CO, 04, 00067040, 4, 0
08, CO, 02, 00137290, 3, 0
08, CO, 02, 00045000, 1, 0
08, CO, 02, 00034410, 2, 0
08, CO, 1, 0, 2, 0
08, CO, 1, 0, 1, 0
08, CO, 03, 00078020, 3, 0
08, CO, 1, 0, 1, 0
08, CO, 02, 00186700, 2, 0
08, CO, 03, 00043700, 5, 0
08, CO, 03, 00093000, 2, 0
08, CO, 1, 0, 2, 00850
08, CO, 1, 0, 6, 0
08, CO, 1, 0, 0, 00600
08, CO, 1, 0, 0, 00900
08, CO, 1, 0, 1, 0
08, CO, 1, 0, 1, 00560
08, CO, 1, 0, 1, 00100
08, CO, 1, 0, 1, 0
08, CO, 1, 0, 1, 0
08, CO, 05, 00089201, 5, 0
08, CO, 02, 00057400, 1, 0
08, CO, 1, 0, 1, 0
08, CO, 1, 0, 1, 01300
08, CO, 02, 00301000, 2, 0
08, CO, 1, 0, 1, 00920
08, CO, 02, 00098150, 2, 0
08, CO, 03, 00121460, 2, 0
08, CO, 02, 00164700, 3, 0
08, CO, 02, 00083200, 3, 0
08, CO, 04, 00175000, 2, 0
08, CO, 02, 00070180, 2, 0
08, CO, 02, 00138000, 0, 0
08, CO, 02, 00015100, 1, 0
08, CO, 05, 00021000, 2, 0
08, CO, 04, 00065700, 2, 01200
08, CO, 02, 00064000, 3, 0
08, CO, 02, 00214510, 2, 0
08, CO, 02, 00052500, 2, 0
08, CO, 02, 00039500, 0, 0
08, CO, 02, 00063600, 1, 01100
